trip_id,fare_amount,trip_duration,trip_distance,pickup_hour,day_of_week,weather_condition,payment_type,customer_rating,cancellation_probability
trip_2276,95.27,15,31.07,19,3,Rainy,Wallet,2.3,0.12
trip_2277,45.14,19,4.65,20,5,Rainy,Cash,2.88,0
trip_2278,16.53,76,45.78,7,3,Snowy,Cash,1.35,1
trip_2279,93.77,96,39.95,7,0,Rainy,Wallet,4.71,0.34
trip_2280,15.64,33,43.55,22,2,Clear,Wallet,3.15,0.1
trip_2281,16.03,9,3.44,17,2,Rainy,Card,1.22,0
trip_2282,87.27,5,6.43,22,6,Rainy,Wallet,4.43,0
trip_2283,43.9,95,39.1,6,3,Rainy,Cash,1.53,1
trip_2284,71.11,52,2.53,15,0,Clear,Cash,1.49,0.2
trip_2285,72.15,30,24.83,15,0,Rainy,Wallet,3.85,0
trip_2286,5.52,67,14.29,19,0,Snowy,Cash,3.99,0
trip_2287,39.63,111,47.8,19,0,Snowy,Wallet,2.26,1
trip_2288,70.94,95,49.29,21,2,Rainy,Card,2.78,1
trip_2289,61.76,6,39.51,22,6,Snowy,Wallet,3.37,0
trip_2290,75.49,14,6.18,11,3,Clear,Wallet,4.95,0
trip_2291,39.47,109,13.28,23,6,Clear,Wallet,3.82,0.21
trip_2292,97.23,35,40.3,1,0,Clear,Card,2.02,0.45
trip_2293,57.71,46,30.8,6,6,Clear,Wallet,4.51,0
trip_2294,56.21,36,16.04,3,6,Rainy,Card,3.2,0
trip_2295,23.08,53,3.01,4,6,Snowy,Wallet,1.36,0.38
trip_2296,97.9,46,44.21,1,3,Snowy,Card,1.64,0.88
trip_2297,57.09,35,38.69,1,2,Clear,Wallet,2.52,0.25
trip_2298,33.22,55,48.15,8,6,Clear,Card,4.79,0
trip_2299,84.84,18,37.93,18,3,Snowy,Card,4.21,0
trip_2300,43.06,92,49.61,20,0,Clear,Wallet,1.13,1
trip_2301,64.12,48,21.05,12,0,Rainy,Cash,3.22,0.01
trip_2302,96.46,7,21.57,18,6,Rainy,Wallet,3.13,0
trip_2303,76.28,11,19.38,2,5,Clear,Card,4.84,0
trip_2304,56.47,34,14.51,12,3,Snowy,Card,4.53,0
trip_2305,5.11,71,25.15,14,5,Rainy,Cash,3.65,0.15
trip_2306,20.07,119,10.78,3,2,Rainy,Cash,4.72,0.1
trip_2307,28.9,84,29.57,6,6,Snowy,Wallet,4.72,0.08
trip_2308,90.69,25,35.34,11,3,Clear,Card,3.8,0
trip_2309,86.39,38,26.32,19,6,Rainy,Wallet,3.42,0
trip_2310,86.67,86,9.93,15,4,Clear,Wallet,2.12,0.47
trip_2311,6.15,52,22.59,10,2,Rainy,Cash,3.86,0
trip_2312,26.14,10,5.38,19,5,Rainy,Wallet,4.22,0
trip_2313,30.74,7,47.1,0,2,Snowy,Cash,4.55,0
trip_2314,57.01,15,15.02,13,1,Clear,Wallet,3.95,0
trip_2315,62.03,120,3.05,20,1,Clear,Card,3.81,0.18
trip_2316,82.35,25,2.34,1,4,Rainy,Card,3.61,0
trip_2317,69.77,65,37.56,7,2,Clear,Cash,1.93,0.72
trip_2318,17.65,52,5.89,0,5,Clear,Wallet,2.58,0
trip_2319,78.62,34,30.32,16,6,Rainy,Card,3.16,0.04
trip_2320,68.81,18,6.63,9,2,Snowy,Wallet,2.79,0
trip_2321,69.21,72,32.91,20,1,Clear,Wallet,4.85,0
trip_2322,21.37,9,27.23,19,2,Snowy,Card,2.25,0.03
trip_2323,78.93,76,5.73,16,6,Snowy,Card,1.11,0.75
trip_2324,19.38,37,27.2,11,5,Rainy,Cash,1.69,0.43
trip_2325,11.55,117,39.48,6,4,Snowy,Wallet,1.52,1
trip_2326,13.5,39,17.02,3,0,Clear,Wallet,4.01,0
trip_2327,9.88,99,8.1,13,6,Snowy,Cash,2.15,0.67
trip_2328,79.17,11,12.67,12,1,Snowy,Wallet,1.35,0.14
trip_2329,16.77,11,35.47,13,2,Snowy,Wallet,2.98,0
trip_2330,72.48,93,16.53,9,5,Rainy,Card,1.42,0.94
trip_2331,82.25,67,41.72,17,4,Rainy,Cash,2.64,0.7
trip_2332,51.02,50,11.92,2,1,Clear,Cash,3.57,0
trip_2333,48.33,84,49.09,23,5,Snowy,Cash,1.68,1
trip_2334,30.81,72,26.07,9,6,Snowy,Wallet,3.78,0.19
trip_2335,63.98,105,8.25,13,1,Clear,Wallet,3.27,0.27
trip_2336,62.43,81,36.18,21,1,Rainy,Wallet,3.2,0.58
trip_2337,33.67,116,2.26,13,5,Snowy,Wallet,3.19,0.45
trip_2338,83.62,37,3.39,3,4,Snowy,Wallet,3.54,0
trip_2339,67.23,15,6.73,6,1,Snowy,Card,2.92,0
trip_2340,5.67,24,47.17,13,6,Snowy,Wallet,1.09,0.82
trip_2341,66.78,23,4.8,1,4,Rainy,Card,2.32,0
trip_2342,65.65,83,30.32,17,0,Snowy,Card,2.02,0.91
trip_2343,71.6,54,32.13,3,2,Clear,Wallet,3.6,0.03
trip_2344,61.3,82,8.33,23,6,Snowy,Cash,4.83,0
trip_2345,57.76,47,3.91,8,4,Rainy,Cash,3.58,0
trip_2346,66.28,12,25.84,8,6,Clear,Cash,3.69,0
trip_2347,62.75,77,48.05,1,3,Snowy,Wallet,2.2,1
trip_2348,9.11,61,4.9,2,3,Clear,Card,3.42,0
trip_2349,92.88,118,5.66,17,5,Rainy,Cash,3.94,0.28
trip_2350,94.11,58,40.5,14,1,Clear,Cash,3.78,0.15
trip_2351,21.48,12,30.51,21,4,Snowy,Wallet,1.24,0.42
trip_2352,17.68,63,27.56,12,2,Snowy,Cash,2.69,0.45
trip_2353,78.58,27,21.78,13,1,Snowy,Cash,3.46,0
trip_2354,57.63,71,38.36,12,2,Rainy,Wallet,1.99,0.87
trip_2355,61.09,111,13.13,16,3,Clear,Card,1.53,0.93
trip_2356,63.89,84,16.4,8,2,Clear,Wallet,2.68,0.36
trip_2357,11.21,78,2.15,16,5,Rainy,Card,3.67,0
trip_2358,41.51,88,9.93,0,6,Rainy,Wallet,2.92,0.32
trip_2359,9.65,114,27.82,17,6,Rainy,Cash,4.43,0.38
trip_2360,57.53,31,16.77,10,3,Snowy,Wallet,3.88,0
trip_2361,66.95,18,23.4,13,2,Clear,Wallet,2.51,0
trip_2362,34.29,81,49.93,11,4,Rainy,Card,1.39,1
trip_2363,67.88,90,27.23,0,3,Rainy,Wallet,2.72,0.68
trip_2364,89.08,84,1.09,10,6,Rainy,Card,2.31,0.36
trip_2365,84.04,56,32.01,4,1,Clear,Card,1.37,0.72
trip_2366,71.25,44,4.57,19,6,Rainy,Cash,3.54,0
trip_2367,26.64,22,37.07,0,5,Snowy,Card,4.39,0
trip_2368,22.03,8,37.52,5,0,Clear,Card,2.16,0.06
trip_2369,89.88,39,24.48,7,1,Rainy,Cash,4.16,0
trip_2370,53.86,20,31.19,15,3,Rainy,Card,4.08,0
trip_2371,69.25,7,39.05,14,1,Rainy,Wallet,4.03,0
trip_2372,63.4,60,42.19,7,2,Clear,Cash,2.03,0.71
trip_2373,80.57,61,32.65,22,6,Snowy,Wallet,3.78,0.2
trip_2374,26.62,12,12.88,18,6,Clear,Wallet,2.15,0
trip_2375,39.08,16,13.83,18,6,Clear,Cash,1.53,0
trip_2376,11.57,18,43.25,19,6,Clear,Card,1.71,0.37
trip_2377,24.45,108,35.54,6,2,Snowy,Card,2.2,1
trip_2378,92.76,82,49.4,14,6,Clear,Wallet,2.07,1
trip_2379,58.15,28,36.94,21,2,Clear,Cash,2.31,0.22
trip_2380,99.23,97,31.82,0,5,Rainy,Wallet,1.18,1
trip_2381,93.49,91,43.25,12,0,Rainy,Card,2.14,1
trip_2382,71.72,86,31.01,15,3,Rainy,Wallet,4.24,0.24
trip_2383,68.96,113,45.5,6,4,Rainy,Card,2.12,1
trip_2384,35.87,65,44.64,13,1,Snowy,Card,3.94,0.36
trip_2385,68.92,111,31.99,4,3,Clear,Card,4.61,0.29
trip_2386,14.06,71,27.86,19,6,Clear,Wallet,2.11,0.55
trip_2387,32.16,120,45.58,22,2,Clear,Wallet,3.96,0.76
trip_2388,80.83,7,41.73,0,3,Clear,Cash,1.93,0.21
trip_2389,70.54,86,36.24,5,5,Snowy,Wallet,2.89,0.77
trip_2390,11.41,86,9.9,23,1,Rainy,Card,5,0
trip_2391,16.16,105,11.09,22,2,Snowy,Card,4.15,0.18
trip_2392,51.58,69,6.74,4,6,Snowy,Cash,4.48,0
trip_2393,40.42,68,11.99,12,3,Clear,Cash,3.35,0
trip_2394,12.88,34,35.91,13,0,Rainy,Wallet,1.9,0.46
trip_2395,43.53,49,21.23,16,2,Rainy,Card,4.96,0
trip_2396,93.93,80,18.32,2,1,Clear,Card,4.83,0
trip_2397,7.06,120,20.03,8,6,Snowy,Wallet,1.37,1
trip_2398,34.42,17,33.19,20,6,Snowy,Wallet,4.89,0
trip_2399,82.13,19,10.12,12,3,Rainy,Card,1.24,0.16
trip_2400,19.85,56,34.1,20,3,Snowy,Wallet,3.9,0.11
trip_2401,66.73,67,25.22,10,4,Snowy,Cash,1.89,0.72
trip_2402,98.38,14,10.92,7,0,Rainy,Card,1.92,0
trip_2403,48.91,33,9.1,17,2,Snowy,Card,2.03,0.08
trip_2404,58.2,80,47.79,16,6,Snowy,Wallet,3.27,0.76
trip_2405,84.32,117,29.61,14,1,Rainy,Card,1.52,1
trip_2406,5.93,95,10.64,20,2,Snowy,Cash,3.95,0.13
trip_2407,91.55,29,30.08,18,0,Rainy,Cash,1.49,0.49
trip_2408,70.43,78,7.04,22,4,Snowy,Card,1.95,0.54
trip_2409,73.09,103,2.86,11,0,Clear,Card,3.37,0.15
trip_2410,58.2,26,15.18,16,1,Rainy,Cash,2.79,0
trip_2411,18.01,116,42.31,22,4,Clear,Cash,2.95,0.97
trip_2412,78.62,104,9.63,22,2,Clear,Card,1.36,0.87
trip_2413,28.25,84,38.68,7,4,Snowy,Card,2.05,1
trip_2414,40.2,105,35.15,1,5,Rainy,Cash,1.96,1
trip_2415,70.24,12,45.28,5,6,Snowy,Card,2.94,0.15
trip_2416,83.7,84,27.16,23,6,Rainy,Card,1.24,1
trip_2417,7.95,108,46.78,18,0,Snowy,Card,1.34,1
trip_2418,61.49,72,39.61,9,4,Rainy,Card,3.57,0.42
trip_2419,30.01,62,42.36,16,6,Snowy,Cash,2.57,0.7
trip_2420,97.53,93,29.53,4,3,Clear,Wallet,3.31,0.48
trip_2421,77.37,12,39.66,16,4,Snowy,Wallet,2.87,0.09
trip_2422,47.92,12,19.29,12,1,Snowy,Wallet,1.96,0.05
trip_2423,72.17,86,10.99,0,0,Rainy,Wallet,1.89,0.64
trip_2424,50.59,29,14.08,19,4,Rainy,Cash,2.57,0
trip_2425,75.67,46,7.66,7,3,Snowy,Card,2.09,0.19
trip_2426,6.76,12,49.23,6,3,Clear,Wallet,4.08,0
trip_2427,15.89,104,45.1,5,1,Clear,Wallet,4.97,0.28
trip_2428,36.36,78,13.78,4,6,Clear,Card,3.41,0.03
trip_2429,24.29,120,17.79,2,6,Rainy,Wallet,3.49,0.58
trip_2430,35.3,97,48.07,23,4,Clear,Card,2.68,0.95
trip_2431,27.96,90,23.43,0,4,Rainy,Card,2.77,0.59
trip_2432,32.22,71,42.45,23,3,Rainy,Card,3.89,0.35
trip_2433,22.18,37,8.96,17,6,Snowy,Wallet,1.14,0.37
trip_2434,58.59,57,44.92,6,0,Snowy,Cash,2.42,0.75
trip_2435,83.6,15,13.56,18,3,Clear,Card,3.62,0
trip_2436,68.06,19,17.69,1,3,Clear,Cash,4.44,0
trip_2437,58.18,53,1.32,7,4,Clear,Wallet,4.8,0
trip_2438,54.98,15,22.92,6,5,Snowy,Cash,4.93,0
trip_2439,70.65,114,29.07,8,4,Rainy,Wallet,3.41,0.74
trip_2440,86.41,88,40.02,8,0,Clear,Wallet,1.49,1
trip_2441,25.77,23,19.74,13,4,Snowy,Card,2.94,0
trip_2442,18.77,10,39.76,2,5,Clear,Wallet,2.64,0
trip_2443,63.91,92,39.36,12,6,Snowy,Wallet,1.09,1
trip_2444,27.87,46,49.75,9,3,Snowy,Cash,3.51,0.37
trip_2445,52.34,14,12.26,4,3,Clear,Cash,1.54,0
trip_2446,22.3,106,48.31,3,1,Rainy,Wallet,1.07,1
trip_2447,7.56,38,3.45,5,0,Rainy,Cash,2.9,0
trip_2448,99.21,60,30.09,20,5,Snowy,Card,1.3,0.91
trip_2449,24.87,111,17.27,19,3,Snowy,Card,4.94,0.1
trip_2450,70,77,12.53,22,2,Clear,Wallet,2.04,0.43
trip_2451,64.51,71,34.98,22,6,Rainy,Wallet,2.41,0.69
trip_2452,97.13,79,45.12,6,3,Rainy,Wallet,3.81,0.52
trip_2453,50.88,88,22.9,7,0,Clear,Wallet,3.54,0.24
trip_2454,44.23,25,31.8,0,3,Snowy,Card,3.06,0.03
trip_2455,61.5,9,13.35,10,1,Rainy,Card,1.76,0
trip_2456,9.35,109,29.25,11,2,Clear,Wallet,2.85,0.73
trip_2457,72.42,53,46.04,11,6,Rainy,Wallet,3.63,0.32
trip_2458,6.8,33,26.94,8,4,Snowy,Wallet,1.73,0.42
trip_2459,30.05,66,13.17,12,5,Rainy,Card,2.12,0.39
trip_2460,59.98,79,42.88,22,4,Rainy,Cash,2.34,0.91
trip_2461,70.57,35,11.92,2,4,Snowy,Card,2.81,0
trip_2462,78.73,72,9.51,14,3,Rainy,Wallet,1.76,0.52
trip_2463,66.06,62,19.83,2,4,Clear,Cash,1.77,0.47
trip_2464,73.64,74,49.2,20,0,Rainy,Wallet,1.2,1
trip_2465,30.89,63,24.4,5,1,Clear,Cash,2.23,0.39
trip_2466,64.97,97,25.03,2,0,Snowy,Wallet,2.2,0.92
trip_2467,86.62,74,10.54,5,5,Rainy,Card,2.48,0.35
trip_2468,36.81,120,35.86,8,0,Snowy,Wallet,1.45,1
trip_2469,57.98,98,32.49,16,5,Snowy,Card,3.85,0.54
trip_2470,38.56,56,37.68,2,5,Rainy,Cash,3.42,0.27
trip_2471,16.59,105,42.35,16,3,Rainy,Wallet,3,0.94
trip_2472,69.25,101,38.34,4,5,Rainy,Wallet,4.64,0.38
trip_2473,12.99,67,24.82,14,4,Rainy,Card,2.96,0.31
trip_2474,38.13,19,33.18,17,0,Clear,Cash,2.46,0.02
trip_2475,80.52,103,19.05,15,0,Clear,Wallet,1.3,1
trip_2476,46.6,32,4.87,8,1,Clear,Wallet,1.53,0.01
trip_2477,67.7,14,9.36,6,4,Snowy,Wallet,4.72,0
trip_2478,96.56,74,12.05,1,0,Clear,Cash,2.14,0.38
trip_2479,30.36,69,48.76,2,3,Rainy,Wallet,1.1,1
trip_2480,99.17,13,45.3,15,6,Snowy,Cash,2.26,0.38
trip_2481,82.71,28,2.45,16,1,Snowy,Wallet,3.61,0
trip_2482,14.09,113,11.42,12,2,Rainy,Cash,2.66,0.66
trip_2483,86.98,86,25.67,21,0,Snowy,Wallet,1.84,0.94
trip_2484,92.57,45,15.65,9,1,Clear,Wallet,4.28,0
trip_2485,66.71,88,40.67,1,4,Snowy,Cash,2.12,1
trip_2486,49.16,98,36.87,22,1,Snowy,Card,1.88,1
trip_2487,64.01,70,21.86,9,3,Clear,Wallet,4.97,0
trip_2488,48.66,11,34.18,0,2,Rainy,Wallet,3.32,0
trip_2489,65.95,46,5.8,18,5,Rainy,Cash,4.26,0
trip_2490,41.38,19,26.06,0,5,Clear,Wallet,3.25,0
trip_2491,6.24,62,20.47,9,5,Clear,Wallet,4.53,0
trip_2492,40.49,49,37.88,4,3,Clear,Wallet,2.79,0.29
trip_2493,57.6,98,38.59,7,6,Snowy,Wallet,1.74,1
trip_2494,41.73,63,19.18,7,5,Snowy,Cash,2.98,0.24
trip_2495,88.01,37,27.46,9,1,Rainy,Wallet,3.49,0
trip_2496,18.61,97,21.63,23,1,Snowy,Wallet,3.34,0.5
trip_2497,98.36,29,42.45,1,5,Clear,Cash,4.83,0
trip_2498,47.19,90,17.65,19,4,Clear,Wallet,3.13,0.3
trip_2499,29.49,110,28.58,22,3,Snowy,Cash,2.54,0.98
trip_2500,74.04,49,3.73,11,2,Snowy,Wallet,1.61,0.3
trip_2501,22.85,118,29.93,16,6,Rainy,Wallet,2.84,0.94
trip_2502,30.28,60,15.4,12,6,Rainy,Wallet,4.36,0
trip_2503,55.21,60,36.43,11,5,Clear,Wallet,4.4,0
trip_2504,53.15,13,16.77,8,2,Rainy,Card,3.71,0
trip_2505,44.36,61,23.47,12,3,Rainy,Wallet,1.47,0.69
trip_2506,52,35,40.15,4,3,Rainy,Card,1.68,0.63
trip_2507,29.33,23,14.73,2,4,Clear,Cash,3.48,0
trip_2508,85.03,83,7.58,22,6,Rainy,Cash,3.42,0.11
trip_2509,77.13,65,49.69,3,4,Clear,Wallet,3.69,0.38
trip_2510,17.39,46,23.23,12,6,Snowy,Wallet,1.05,0.7
trip_2511,41.8,91,23.97,8,5,Snowy,Cash,1.98,0.9
trip_2512,48.12,112,26.65,15,4,Snowy,Wallet,2.35,1
trip_2513,50.39,59,24.15,15,4,Rainy,Cash,2.84,0.28
trip_2514,96.18,60,12.17,11,5,Rainy,Wallet,3.91,0
trip_2515,8.32,57,31.87,10,2,Rainy,Cash,1.27,0.82
trip_2516,36.66,79,8.33,20,2,Rainy,Wallet,2.66,0.28
trip_2517,60.83,25,33.78,23,3,Clear,Wallet,1.32,0.44
trip_2518,40.47,14,18.36,13,6,Rainy,Cash,2.55,0
trip_2519,82.81,15,35.49,12,4,Snowy,Cash,3.26,0
trip_2520,92.01,60,5.06,8,3,Rainy,Cash,2.36,0.16
trip_2521,44.95,67,30.61,14,3,Clear,Card,3.19,0.25
trip_2522,96.41,107,21.95,8,3,Snowy,Wallet,4.13,0.41
trip_2523,47.77,12,10.42,8,6,Snowy,Card,4.86,0
trip_2524,41.9,110,28.74,17,1,Snowy,Cash,1.42,1
trip_2525,67.19,117,7.37,15,3,Snowy,Wallet,2.31,0.82
trip_2526,21.76,95,26.27,5,3,Snowy,Wallet,1.98,0.96
trip_2527,38.42,33,15.97,6,0,Rainy,Wallet,2.92,0
trip_2528,95.77,85,19.63,16,2,Clear,Card,1.78,0.71
trip_2529,11.27,54,15.01,16,2,Clear,Card,4.33,0
trip_2530,89.55,99,46.97,7,5,Rainy,Cash,3.09,0.96
trip_2531,82.13,118,30.1,23,2,Clear,Card,3.51,0.67
trip_2532,74.47,101,30.81,22,2,Snowy,Cash,4.46,0.37
trip_2533,47.54,94,33.36,6,0,Snowy,Cash,4.58,0.29
trip_2534,98.25,109,4.98,21,1,Rainy,Wallet,2.89,0.5
trip_2535,57.48,110,38.73,20,4,Snowy,Wallet,4.24,0.64
trip_2536,41.01,103,43.39,12,4,Snowy,Cash,4.03,0.69
trip_2537,74.73,46,45.2,13,2,Snowy,Card,2.25,0.7
trip_2538,43.27,108,45.11,16,3,Rainy,Card,3.01,1
trip_2539,77.66,91,23.02,15,5,Clear,Cash,1.07,1
trip_2540,56.04,100,35.2,14,3,Clear,Card,3.4,0.59
trip_2541,52.55,35,38.81,2,2,Clear,Wallet,4.69,0
trip_2542,96.49,41,39.16,19,0,Rainy,Cash,1.54,0.73
trip_2543,54.56,71,19.69,19,4,Clear,Wallet,4.6,0
trip_2544,11.3,92,9.25,1,3,Rainy,Cash,3.44,0.18
trip_2545,98.9,119,30.58,20,0,Snowy,Cash,1.4,1
trip_2546,78.69,46,37.32,20,6,Clear,Wallet,2.57,0.34
trip_2547,56.41,108,18.99,11,4,Rainy,Cash,4.08,0.32
trip_2548,6.81,73,49.49,21,4,Snowy,Wallet,1.49,1
trip_2549,10,62,14.35,0,6,Snowy,Wallet,1.44,0.61
trip_2550,81.3,106,40.95,5,5,Clear,Card,1.92,1
trip_2551,71.14,68,20.06,4,3,Snowy,Wallet,4.5,0
trip_2552,20.55,100,22.9,15,5,Clear,Cash,2.25,0.73
trip_2553,37.08,119,47.21,15,0,Snowy,Card,2.33,1
trip_2554,65.41,88,41.65,21,3,Clear,Cash,4.58,0.21
trip_2555,23.99,112,46.9,1,2,Snowy,Cash,2.79,1
trip_2556,6.3,86,11.68,2,4,Rainy,Cash,1.52,0.73
trip_2557,81.46,18,16.73,12,4,Rainy,Wallet,1.09,0.29
trip_2558,33.84,40,28.85,5,4,Rainy,Cash,1.12,0.66
trip_2559,48.49,106,1.61,4,1,Clear,Card,2.32,0.46
trip_2560,25.01,115,15.64,9,4,Rainy,Wallet,2.79,0.71
trip_2561,58.84,68,20.63,8,0,Snowy,Card,3.07,0.3
trip_2562,18.98,61,28.09,5,1,Rainy,Cash,3.78,0.06
trip_2563,70.85,120,19.62,17,0,Snowy,Wallet,4.93,0.25
trip_2564,86.73,19,39.08,18,4,Rainy,Card,1.68,0.47
trip_2565,55.85,71,36.25,11,2,Snowy,Card,3.32,0.49
trip_2566,69.06,52,47.01,17,0,Snowy,Card,1.36,1
trip_2567,64.63,33,47.72,20,2,Clear,Wallet,1.37,0.72
trip_2568,84.07,38,44.46,10,6,Rainy,Wallet,1.01,0.94
trip_2569,45.44,27,20.82,5,1,Clear,Wallet,1.45,0.22
trip_2570,47.28,19,17.63,14,4,Clear,Card,2.7,0
trip_2571,52.65,42,17.02,12,3,Rainy,Wallet,3.43,0
trip_2572,57.6,68,20.46,13,0,Snowy,Wallet,2.52,0.46
trip_2573,66.56,62,24.09,22,2,Snowy,Card,3.96,0.03
trip_2574,78.81,116,9.04,18,6,Rainy,Card,3.54,0.42
trip_2575,76.58,10,43.25,19,1,Snowy,Wallet,4.63,0
trip_2576,60.17,114,4.15,9,1,Snowy,Card,4.35,0.13
trip_2577,41.72,75,4.18,8,0,Rainy,Wallet,1.1,0.65
trip_2578,29.2,114,46.08,7,5,Snowy,Card,1.58,1
trip_2579,40.18,31,35.24,23,1,Snowy,Wallet,4.11,0
trip_2580,9.18,14,2.05,19,6,Clear,Wallet,4.75,0
trip_2581,85.54,9,13.01,3,5,Clear,Cash,1.06,0.06
trip_2582,65.53,13,44.87,9,6,Snowy,Wallet,1.56,0.57
trip_2583,53.43,24,15.71,3,0,Snowy,Wallet,3.55,0
trip_2584,66.53,78,4.38,15,6,Snowy,Cash,1.91,0.51
trip_2585,50.15,28,31.76,2,1,Clear,Cash,4.36,0
trip_2586,73.06,69,21.39,21,6,Snowy,Cash,2.15,0.6
trip_2587,72.47,22,30.64,0,3,Snowy,Cash,4.5,0
trip_2588,76.68,88,25.96,16,1,Snowy,Cash,3.4,0.49
trip_2589,76.08,32,21.29,11,4,Clear,Wallet,4.64,0
trip_2590,72.01,113,43.69,1,0,Snowy,Wallet,4.42,0.7
trip_2591,29.15,63,8.84,6,5,Rainy,Wallet,3.19,0
trip_2592,18.97,75,20.8,0,5,Snowy,Card,3.8,0.13
trip_2593,46.05,73,30.04,19,6,Clear,Card,4.06,0.04
trip_2594,66.8,97,1.62,23,2,Snowy,Wallet,3.26,0.25
trip_2595,54.04,52,14.19,9,2,Clear,Cash,2.76,0
trip_2596,88.36,37,31.96,1,0,Rainy,Cash,1.57,0.57
trip_2597,20.7,94,11.33,19,2,Snowy,Wallet,4.3,0.03
trip_2598,40.67,115,34.55,22,4,Snowy,Card,4.54,0.53
trip_2599,65.92,85,27.4,22,4,Snowy,Card,4.89,0.03
trip_2600,54.38,119,37.16,20,0,Rainy,Cash,1.37,1
trip_2601,60.93,99,34.64,2,5,Clear,Card,4.13,0.35
trip_2602,65.08,23,40.56,22,0,Clear,Card,1.48,0.48
trip_2603,92.16,74,22.31,19,0,Snowy,Card,4,0.12
trip_2604,39.77,118,13.74,0,1,Rainy,Card,4.37,0.25
trip_2605,50.96,117,4.01,5,0,Snowy,Wallet,1.55,0.99
trip_2606,43.91,24,4.11,8,4,Snowy,Cash,4.63,0
trip_2607,64.33,75,11.47,14,5,Snowy,Wallet,3.86,0
trip_2608,82.17,76,31.62,9,2,Rainy,Cash,1.73,0.91
trip_2609,64.31,99,34.15,9,0,Rainy,Cash,2.22,1
trip_2610,52.28,7,8.61,18,3,Clear,Cash,4.56,0
trip_2611,69.52,120,6.04,22,0,Snowy,Card,2.49,0.78
trip_2612,5.89,37,20.56,13,5,Clear,Wallet,2.92,0
trip_2613,11.57,67,22.64,12,0,Snowy,Cash,3.91,0.04
trip_2614,55.47,119,15.13,14,4,Rainy,Wallet,1.65,1
trip_2615,33.09,30,35.77,17,0,Rainy,Card,1.58,0.53
trip_2616,92.46,28,16.65,13,1,Snowy,Card,3.07,0
trip_2617,21.85,14,3.85,19,5,Snowy,Cash,4.66,0
trip_2618,91.27,10,3,23,0,Rainy,Wallet,2.7,0
trip_2619,93.05,75,7.46,9,1,Clear,Card,1.84,0.41
trip_2620,94.91,28,28.73,2,6,Clear,Card,2.78,0
trip_2621,89.46,13,18.87,16,3,Snowy,Wallet,3.35,0
trip_2622,87.82,25,33.97,9,1,Snowy,Wallet,2.27,0.32
trip_2623,25.16,119,13.12,21,6,Snowy,Cash,3.12,0.66
trip_2624,47.27,33,17.26,14,3,Rainy,Cash,3.32,0
trip_2625,25.37,16,27.83,22,6,Rainy,Card,4.66,0
trip_2626,84.84,60,3.57,18,4,Clear,Cash,1.09,0.42
trip_2627,23.95,24,36.4,6,0,Snowy,Wallet,1.27,0.62
trip_2628,29.92,104,34.61,17,2,Snowy,Cash,4.15,0.53
trip_2629,66.97,95,46.35,11,1,Snowy,Cash,1.73,1
trip_2630,44.94,55,40.16,9,6,Snowy,Card,1.06,1
trip_2631,84.91,89,10.03,0,1,Snowy,Card,4.72,0
trip_2632,34.37,105,6.06,7,3,Snowy,Wallet,1.55,0.89
trip_2633,42.89,92,22.19,16,0,Clear,Card,4.78,0
trip_2634,77.09,51,8.76,15,2,Rainy,Card,3.03,0
trip_2635,86.91,98,32.56,3,3,Clear,Wallet,4.13,0.32
trip_2636,7.91,40,44.29,22,2,Clear,Card,4.67,0
trip_2637,60.71,24,48.95,23,2,Snowy,Wallet,2.48,0.46
trip_2638,48.2,97,42.41,21,6,Snowy,Cash,4.72,0.41
trip_2639,24.18,68,6.28,15,1,Snowy,Wallet,2.21,0.32
trip_2640,21.67,17,49.5,1,3,Rainy,Cash,1.37,0.66
trip_2641,60.78,48,11.93,23,1,Rainy,Card,2.76,0.01
trip_2642,11.24,62,20.96,8,6,Snowy,Card,4.74,0
trip_2643,56.43,92,48.85,21,2,Rainy,Cash,1.12,1
trip_2644,47.17,75,17.03,15,1,Snowy,Cash,2.94,0.35
trip_2645,62.46,80,39.38,6,2,Rainy,Wallet,2.08,0.95
trip_2646,28.38,88,33.9,18,3,Rainy,Wallet,1.82,1
trip_2647,97.59,106,1.5,15,6,Clear,Cash,3.35,0.18
trip_2648,14.99,36,44.89,5,2,Clear,Card,4.48,0
trip_2649,75.53,94,8.61,5,5,Clear,Cash,1.02,0.85
trip_2650,80.47,102,28.28,23,6,Clear,Wallet,3.41,0.51
trip_2651,58.69,44,46.27,12,0,Rainy,Wallet,2.61,0.53
trip_2652,56.42,44,34.66,3,5,Clear,Cash,3.14,0.09
trip_2653,33.46,11,5.9,14,5,Clear,Cash,2.74,0
trip_2654,78.37,31,17.43,14,3,Snowy,Wallet,1.23,0.44
trip_2655,74.35,14,31.28,14,4,Clear,Wallet,4.7,0
trip_2656,98.61,22,5.56,12,5,Clear,Cash,3.18,0
trip_2657,80.38,66,44.85,15,1,Snowy,Card,2.63,0.78
trip_2658,25.56,27,3.22,1,1,Rainy,Card,3.56,0
trip_2659,25.17,110,3.67,0,0,Rainy,Wallet,4.55,0
trip_2660,15.41,19,38.34,8,1,Rainy,Cash,3.38,0
trip_2661,53,72,48.9,19,4,Clear,Card,1.84,0.98
trip_2662,9.8,117,45.49,20,5,Snowy,Card,2.63,1
trip_2663,41.85,79,13.09,21,1,Rainy,Wallet,1.82,0.61
